id,intent,text
16306,hibernate,Typesafe Primary Key in Hibernate/JPA
16307,apache,How can I configure Apache and LDAP to allow a second authentication attempt?
16308,drupal,Drupal join on taxonomy terms
16309,hibernate,Some help with hibernate Criteria query
16310,bash,BASH: Test whether string is valid as an integer?
16311,qt,How to change the text color of QListWidget
16312,drupal,How do I group similar catalog products (CD & mp3) on the landing page of my Ubercart store?
16313,bash,"how do I paste text to a line by line text filter like awk, without having stdin echo to the screen?"
16314,drupal,How to find which menu a node belongs to in drupal
16315,drupal,How do you set up drupal menues?
16316,drupal,algorithm to get result like taxonomy_get_tree(). But retrieve only non empty terms.
16317,spring,Invoking Concrete Methods From an Abstract Class Using Spring
16318,matlab,matlab fxn: find contiguous regions and return bounds in struct array
16319,osx,How to dump out an array of of pixels as a png?
16320,spring,Request handling methods in spring
16321,scala,How can I use map and receive an index as well in Scala?
16322,osx,Will PackageMaker work for me?
16323,osx,Mac OS X/Bluetooth: Programmatically disable simple pairing?
16324,scala,Scala project does not automatically build in Eclipse
16325,drupal,Drupal Batch operation page fails with my theme.
16326,osx,Is it possible to develop Mac OSX apps on Windows?
16327,magento,Magento : Getting Attribute Code
16328,scala,Scala XSD library
16329,osx,"Good way to start developing for iPhone, given some experience in Cocoa on Mac"
16330,scala,Scala equivalent of Ruby's map.each?
16331,qt,How to text proximity to QGraphicsPathItem?
16332,magento,"""Magento Tax Zones & Rates"": how to incorporate store location and price dependencies for Tax Rates"
16333,osx,Add registration dialog to PackageMaker
16334,wordpress,wordpress - how to get php variable in page from sidebar
16335,excel,Execute SQL SP in Excel VBA
16336,magento,How can I filter a product's availability using isSaleable attribute?
16337,wordpress,How do I remove CSS from WordPress admin sections
16338,bash,Match URL link from input string
16339,haskell,Haskell's liftIO's litter functions of type ErrorT String IO ()
16340,bash,How to exit all the calling scripts in bash?
16341,qt,"PyQt, Qt, one event handler working with many items"
16342,scala,How to make Scala's immutable collections hold immutable objects.
16343,hibernate,Hibernate convert proxy to real object
16344,magento,Is there a PHP IDE that can handle Magento's code base?
16345,qt,"Qt, non-modal dialog doesn't close itself"
16346,osx,How to get cpu temperature and fan speed on osx?
16347,wordpress,PHP function not working as expected
16348,matlab,simulation of oqpsk
16349,qt,os.path.join() in QT?
16350,haskell,Haskell caching results of a function
16351,spring,how to do background computing in Spring 3.0?
16352,haskell,Counting elements in a tree in Haskell
16353,magento,Magento - Adding to the Layout
16354,spring,Unable to locate Spring NamespaceHandler for XML schema namespace
16355,apache,Simple symlink in web root returns access denied
16356,bash,bash: how _best_ to create a script from another script
16357,magento,Magento - Add CMS Block to One Page
16358,scala,Scala collection type for filter
16359,matlab,matlab: manipulating two linked matrices
16360,apache,Auto-redirect requests from /dirname to /dirname/
16361,apache,How can I make the -f flag apply to directories with a trailing slash?
16362,scala,Do self: T => and this: T => have the same meaning when defining a trait?
16363,apache,Cleaning up nested mod_rewrite statements
16364,qt,file selector in a qtablewidget
16365,hibernate,Hibernate + Postgresql with case insensitive searching
16366,qt,Can I use QwaitCondition.wait() in a slot called by the main thread?
16367,wordpress,Looking for discussion or literature on WordPress as a software engineering project.
16368,hibernate,Audit trail in hibernate with new and old values using an Interceptor
16369,bash,Simple Question: How to make a bash script that creates 40 simultaneous instances of a program?
16370,osx,How to Suppress the keychain prompt when the app modified?
16371,hibernate,image upload problem
16372,excel,Excel UDF formula does not appear.
16373,qt,Loading images from various sources in QTWebKit
16374,scala,What’s the difference between ScalaTest and Scala Specs unit test frameworks?
16375,excel,Getting last insert id in Excel ADODB connection to MySQL database
16376,hibernate,Hibernate Filters break the second level cache
16377,haskell,The Genuine Sieve of Eratosthenes -- algorithm used to generate primay numbers.
16378,apache,How to simulate [L] in .htaccess
16379,drupal,Add link to calendar page in Drupal
16380,magento,"Flex, Cairngorm and XML-RPC"
16381,scala,Non deprecated way of appending an element to a List in Scala 2.7.5?
16382,bash,Extraction of data from a simple XML file
16383,excel,Excel Macros...
16384,osx,changing Mac keychain Password programatically?
16385,haskell,Inserting a value into an ordered tree in Haskell
16386,drupal,Drupal theme_jcalendar_view
16387,apache,Apache Tiles 2.1.4 with CSS
16388,spring,Spring Timers on JBoss don't stop when undeployed
16389,drupal,Custom logic for exposed filters in a Drupal view
16390,matlab,What do end-of-line commas do in Matlab?
16391,hibernate,Stack Overflow whilst cascade saving nhibernate entity with custom generator
16392,drupal,Drupal menu_primary_links() not returning primary links menu on some pages
16393,spring,How does Spring resolve views?
16394,hibernate,Hibernate: Enabling lazy fetching in Criteria API
16395,scala,how to read immutable data structures from file in scala
16396,haskell,O(1) circular buffer in haskell?
16397,scala,Serializing a JSon object using lift-json [scala]
16398,haskell,STUArray with polymorphic type
16399,haskell,Crazy haskell indentation
16400,scala,What is Scala way of finding whether all the elements of an Array has same length?
16401,wordpress,Wordpress based website blocked by commercial proxy policies
16402,apache,Apache / htaccess rewrite - From domain to subdomain
16403,wordpress,Facebook Connect and Wordpress
16404,haskell,Haskell audio output on OS X?
16405,scala,Reflection on a Scala case class
16406,drupal,My products categories have (meta)data - Use taxonomies or implement them as content items?
16407,bash,basics of using cut awk grep and sed...
16408,scala,deserializing a json object through Lift-JSON
16409,scala,Difference between trait inheritance and self type annotation
16410,drupal,Drupal - RSS Item Edit - Seek Advice
16411,scala,Scala script to copy files
16412,haskell,Guarded Equations in Haskell
16413,wordpress,Future posting with dateCreated in Wordpress via XMLRPC in Ruby
16414,matlab,Matlab: convert function to simulink block
16415,haskell,Haskell pattern matching - what is it?
16416,hibernate,Using Hibernate to do a query involving two tables
16417,bash,Ignore a path entry with bash tab-completion
16418,hibernate,Hibernate Computed Criteria Order
16419,apache,Do I need to send a 404?
16420,scala,"Managing flexible, typed, immutable data structures in Scala in 2.8.x"
16421,scala,Can I limit the size of the array in scala?
16422,apache,Trying to put an exception to RewriteRule in .htaccess
16423,osx,How to re-show main window after closed in Cocoa ?
16424,bash,"Using linux ""cut"" with stdin"
16425,haskell,"Confusion with ContT, callCC, when ..."
16426,drupal,Drupal: How to update display fields after changing the database?
16427,drupal,How can Drupal users receive emails from outside Drupal?
16428,matlab,hoe to draw concentric circles in an image in matlab? Please help me
16429,bash,"How can I find out a files ""mime-type(Content-Type?)""?"
16430,spring,Spring 3.0 set and get session attribute
16431,spring,spring xml config
16432,osx,[macosx]does dlopen call open and read functions?
16433,qt,Does Qt support OpenMP?
16434,spring,What is the meaning of using proxy ( dynamic proxy) in spring framework?
16435,apache,im confused with apache vhost
16436,excel,generating excel documents with RUBY
16437,wordpress,Wordpress - need different number of posts on page 1 versus page 2 of category
16438,spring,How to correctly implement OpenSessionInView with Spring 3.0 and Hibernate 3 (in liferay portlets)?
16439,hibernate,Nhibernate multiple component properties of the same type in a class
16440,excel,"Supress ""save changes"" when creating a document via Excel automation."
16441,wordpress,"Find and Store (Regex, PHP)"
16442,qt,Building the Multimedia Module of Qt Mobilty with QML Extensions
16443,magento,How to upload the default checkout procedure in magento
16444,excel,Calling individual cell instead of range
16445,wordpress,wordpress external javascript file for inline editor plugin?
16446,drupal,What are the merits of using the various VCS (Version Control Systems) that exist to track Drupal projects?
16447,haskell,Accessing named fields in a Haskell function
16448,qt,Signals dont get emitted
16449,qt,Insert Images to list
16450,wordpress,Two or more tinymce editors.
16451,drupal,Customize the way CCK Node Reference fields are displayed in Drupal
16452,drupal,Custom way to display Views in Drupal
16453,hibernate,Hibernate hbm2ddl and Ms SQL Server: Long as column of numeric data type
16454,bash,How to get the IP address from $SSH_CLIENT
16455,hibernate,Is it possible to create indices on join table using Hibernate annotations and hbm2ddl?
16456,drupal,How to build a multilingual Drupal site?
16457,qt,how to create & call slot in other class than MainWindow?
16458,spring,Spring MVC 3 Validation - Unable to find a default provider
16459,spring,How do I prevent Spring/Hibernate from automatically committing my modifications to the database?
16460,spring,Is there a transaction management for DAO in Spring framework?
16461,drupal,drupal  how to refresh the page when the content is created in the popups
16462,osx,Selecting OSX SDK version in Eclipse and Makefiles
16463,qt,Binding Qt to LLVM
16464,hibernate,Designing objects for Hibernate
16465,scala,How to catch exceptions and redirect to error page in Lift?
16466,excel,"Referencing an Excel address within a cell, but also additional text"
16467,matlab,what advantages MATLAB has over SCILAB and vice versa ?
16468,apache,Serving two websites with Apache with single domain name and single IP address
16469,wordpress,Need to add selector to child UL in WordPress menu
16470,magento,Displaying custom product attributes based on customer group (Magento)
16471,matlab,Setting the variables of Solve in MATLAB
16472,wordpress,get post from wodpress
16473,hibernate,When does retrieving a Hibernate proxy's id initialize the proxy?
16474,haskell,Haskell mutable map/tree
16475,haskell,How can I use parMap with a monadic function?
16476,scala,Convert Scala Set into Java (java.util.Set)?
16477,apache,Is there a way to make git remember the password for WebDAV remotes?
16478,hibernate,Hibernate Mapping Through Another Entity
16479,matlab,Vectorizing for loops in Matlab
16480,hibernate,Hibernate 2nd level cache + Ehcache issue when trying to get data (List of object) from cache memory
16481,qt,How to Customize ListView in QT
16482,wordpress,How to back up wordpress site to be restored after a clean installation
16483,scala,scala way to define functions accepting a List of different numeric types
16484,qt,Looking for QT styling with borderless window Tutorial or how to
16485,hibernate,Spring  HibernateDaoSupport : lazy-loading problem ?
16486,apache,Tomcat fails on first request in combination with jsvc
16487,haskell,What is a common idiom for converting between Integral types?
16488,apache,Apache crashes when php_apc extension is turned on when using symfony?
16489,apache,Apache mod_perl handler/dispatcher returning control to apache.
16490,drupal,Add conditional stylesheet into the Drupal's Chameleon theme
16491,qt,Auto close QMessageBox
16492,scala,Scala equivalent to Haskell Monads
16493,bash,how can i compare strings in bash script?
16494,spring,Translate Spring XML configuration to Java config
16495,hibernate,Hibernate one-to-one mapping problem.
16496,magento,Magento - Sort by Date Added
16497,drupal,Drupal retrieve the 'Minimum order amount' for free shipping value
16498,spring,Which maven modules to include for spring 3.0?
16499,wordpress,"Wordpress blog setup script to create about, contact, privacy pages"
16500,hibernate,How to map these classes with Hibernate?
16501,wordpress,Wordpress custom post_type templates
16502,excel,How to get the size of a range in Excel
16503,spring,Spring 3.0 EL How to get property from a properties file?
16504,spring,Using Spring Security with EJB or Spring?
16505,spring,Issues with setting URL mappings in Spring MVC 2.5
16506,spring,Spring Transaction - Proxy confusion
16507,hibernate,Why this simple hibernate sample doesn't work?
16508,apache,Apache basic authentication on Django site
16509,magento,Magento; private/public filesystem layer
16510,matlab,What's the correct syntax for applying a function to sub elements of a matrix without using a loop?
16511,matlab,modem.oqpsk with half sine wave
16512,spring,Spring Security with EJBs
16513,apache,Apache Tomcat and Ruby
16514,qt,How can I implement Google Maps-like tile scrolling in Qt?
16515,haskell,How do I use Data.Concurrent.mergeio?
16516,bash,paste to codepad.org using bash or curl
16517,osx,NSImage color shift on Snow Leopard
16518,apache,Apache Internal Server Error without log entry
16519,qt,Does Qt provide a class that represents an IP address?
16520,qt,"in Qt, How do I make a window be the current window?"
16521,wordpress,Redirect .aspx to WordPress
16522,osx,Unmounting removable drive in AIR 2 beta
16523,bash,Undeletable file due to backup script
16524,bash,Bash script to setup a temporary SSH tunnel.
16525,qt,Embedded JPG resources not loading in Qt application
16526,matlab,reading a text file to matlab with different formatting
16527,haskell,Problems trying out happstack-tutorial
16528,drupal,How can I control the placement of the comments region in Drupal 6?
16529,bash,Technique to compute next day's date from a date supplied via an arg?
16530,scala,Handling Error on Insert PlayFramework 2.0 Scala
16531,qt,"Checking if a folder exists (and creating folders) in Qt, C++"
16532,spring,Spring application context : webapp folder variable ?
16533,matlab,Detecting center point of cross using Matlab
16534,apache,Apache Django URL problem
16535,drupal,Drupal API: how to load a module dependency from another module
16536,qt,How to get the paint event for Buttons in QT
16537,hibernate,OutOfMemory when reading big amounts of data using hibernate.
16538,matlab,How do I label two vectors in Matlab?
16539,hibernate,Hibernate sequence weirdness with DB2
16540,apache,Apache Caching within diffrent VirtualHosts
16541,drupal,Drupal: How do I modify my menu items' classnames?
16542,hibernate,"in NHibernate, map 4 similar columns to list<string>"
16543,excel,Excel Vs C# Number Differences
16544,drupal,Drupal: Enable search form globally?
16545,spring,"In Spring Web Flow, how do I add # to the end of the flowExecutionKey to redirect to an anchor in a page?"
16546,qt,What does the following function do?
16547,spring,Multiple servers checking and writing flag in database
16548,bash,Problem with temporary unnamed pipe in bash script
16549,hibernate,Hibernate  Reference column in table to indicate how to unmarshall an attribute in a different column in the same table
16550,apache,It seems the mode rewrite in .htaccess apache is not working
16551,scala,How would be a functional approach to shifting certain array elements?
16552,qt,Qt - QScrollArea widget clipping contents
16553,wordpress,Integrate vBulletin into a wordpress page (only frontend)
16554,excel,Excel Floating Point Arihmetic - What Type Does It Actually Use
16555,spring,How to implement pagination is spring mvc 3
16556,excel,Excel user-defined function not called on cell update
16557,wordpress,Wordpress: using a test theme only for a specific user
16558,magento,Magento Checkout : Get Subtotal Value without iterating
16559,apache,Setting up Ruby CGI in Apache
16560,drupal,Sql Query to XML document inside Drupal
16561,matlab,sorting colors in matlab
16562,osx,Mac Plugins no longer support GetWindowFromPort?
16563,drupal,Theming language translation links in Drupal
16564,drupal,Drupal image upload issues
16565,scala,Why does Scala's semicolon inference fail here ?
16566,osx,Debugging and killing apps on Mac OS X?
16567,wordpress,Fetch posts starting with alphabet [x]
16568,haskell,Iterate over list in haskell?
16569,excel,"embedding an excel document in an intranet browser, and navigate to a worksheet"
16570,osx,Race condition when calling FSDeleteObject
16571,excel,Get sheet names in Excel95 workbook using OleDB
16572,drupal,"Drupal: using Rules, apply pathauto settings to node"
16573,spring,Spring Design By Contract: where to start?
16574,haskell,How do VBOs/FBOs/DisplayLists work in Haskell's OpenGl bindings?
16575,apache,Set REMOTE_ADDR to X-Forwarded-For in apache
16576,apache,"Suppose a server is hosting a video file. Why is it that sometimes, it requires a full download before playing.  Sometimes, I can stream it?"
16577,qt,Qt: Defining a custom event type
16578,qt,QWebElement manipulation of a QWebPage in a separate thread
16579,drupal,"Add another node display (like teaser, full node) to Drupal"
16580,haskell,Preventing Negative Numbers in Haskell?
16581,hibernate,how to configure hibernate 3.3 in eclipse galileo?
16582,qt,Qt::How to lower the text in a qspinbox
16583,drupal,Drupal: Duplicate search block?
16584,wordpress,Migrating Wordpress to another host: Can't login b/c it's confused about the host!
16585,magento,Magento guest checkout won't make it to shipping info
16586,scala,Generating Scala code trees from a Scala compiler plugin
16587,spring,Spring MVC vs JSF
16588,excel,excel text formula to extract words seperated by semicolon in a field
16589,osx,Converting vector image to Quartz 2D code
16590,bash,Bash: space in variable value later used as parameter
16591,spring,How to handle back browser button problem using spring?
16592,drupal,"Drupal: Customize blog post ""submission"" area?"
16593,spring,Database connection management in Spring
16594,apache,mod_rewrite causes apache to crash with Rewritemap prg directive
16595,bash,How do you append to an already existing string?
16596,matlab,intersection of two line
16597,apache,RewriteEngine off; does ErrorDocument still work?
16598,hibernate,[Hibernate]Relation many-to-many with attributes : how ?
16599,spring,How exactly JdbcTemplate with TransactionManager works together?
16600,drupal,Rearrange ordering of blog posts vs content block?
16601,osx,How to run a code when network connection changes on Mac OS X?
16602,wordpress,Wordpress: add a custom field option that's available to all posts
16603,bash,sed replace ' with \'
16604,excel,Convert content from excel cells from string duration to number of minutes
16605,hibernate,Hibernate Criteria and multiple join
16606,scala,cannot find class manifest for element type T
16607,wordpress,Wordpress page grouping
16608,hibernate,Hibernate lazy loading + Jersey REST = eager loading?
16609,magento,Magento; dispatch multi store
16610,haskell,"Is there a way to do more ""dynamic"" data constructors in Haskell?"
16611,haskell,Is there a way to implement constraints in Haskell's type classes?
16612,apache,Can apache be configured to ignore OPTIONS requests?
16613,scala,function working on functions of Array[T] or List[T] or Iterable[T]
16614,hibernate,Hibernate Annotation + AspectJ -> Attributes names pbs in HQL
16615,drupal,What PHP framework to choose for a Senior Project
16616,apache,Apache root-relative links
16617,excel,How can I solve a system of linear equations in Excel?
16618,bash,BASH file attribute gymnastics: How do I easily get a file with full paths and privileges?
16619,osx,IKImageView and scroll bars
16620,osx,Problem building Ruby on Mac OSX Snow Leopard
16621,scala,Why were the case classes without a parameter list deprecated?
16622,apache,.htaccess 301 redirect problem
16623,osx,Old Mac extended attributes in Snow Leopard
16624,drupal,drupal how to limit the display results  of the calendar view
16625,qt,Qt Visual Studio 2008 Add-in problem
16626,apache,Apache URL Rewriting with N Arguments
16627,spring,Spring Unit/Intergration Testing setup
16628,apache,Apache automatically restarting itself every couple of requests
16629,matlab,MATLAB: Question about minimizing a function containing an integral
16630,wordpress,Sidebar Behaves Differently on Wordpress Archive Pages
16631,matlab,How do I interact with MATLAB from Python?
16632,magento,Best way to link Category to customized Modul
16633,excel,Excel 2003 data input and transfer it to another field which scrolls upwards to keep the last input and previous inputs
16634,scala,Automatic casting in Scala
16635,matlab,MATLAB: How do I pass a parameter to a function?
16636,apache,Apache access control: Interaction between <Directory> and Order/Allow/Deny
16637,wordpress,wordpress date formatting
16638,osx,Force window to front/focus?
16639,spring,how to send mail Spring implemention using gmail smtp?
16640,bash,How do I set environment variable completion in a bash shell on mac
16641,wordpress,Testing 'pluggable' function calls clashes for WordPress and unit testing
16642,matlab,Reshape 3d matrix to 2d matrix
16643,osx,"Porting OpenGL Application to Mac OS: X11, Cocoa, or Another Alternative?"
16644,drupal,Drupal 6: Using Organic groups for Educational page
16645,wordpress,Get all custom fields that belong to a certain box in Wordpress
16646,matlab,Comparing adjacent elements in matlab
16647,scala,Java/Scala (deep) collections interoperability
16648,osx,installing pygobject on mac for Python 2.6
16649,excel,MS Access & Excel: Turning a query with dynamic parameters into something useful
16650,apache,adsense iframes create new sessions on my server
16651,apache,Conditional php_flag statements in .htaccess
16652,wordpress,Is there an easier way to add menu items to a wordpress navigation menu?
16653,scala,Implementing unsafe Java interfaces
16654,magento,Magento - Checkout not redirecting to success page
16655,bash,running two bash commands simultaneously on two different computers from one script
16656,qt,Building multiple targets in Qt / Qmake
16657,scala,Extending a scala collection
16658,drupal,drupal search on the top taxnomy term
16659,spring,Spring 3.0 making JSON response using jackson message converter
16660,matlab,"Matlab, time match filter"
16661,bash,Bash threading: wait for all job threads to finish doesn't work?
16662,haskell,Testing IO actions with Monadic QuickCheck
16663,osx,NSMutableDictionary removeObjectForKey throwing EXC_BAD_ACCESS for a var that isn't released...
16664,wordpress,Wordpress Hook Pre Post Update
16665,wordpress,Where is the template file for the password protected page in wordpress?
16666,bash,"bash, numeric prefix for emacs bindings?"
16667,haskell,Erlang's term_to_binary in Haskell?
16668,spring,Getting started with Spring 3 Web MVC - Setting everything up
16669,hibernate,Get Hibernate transaction status
16670,drupal,Drupal: how to set theme language programmatically?
16671,scala,Pattern Matching with Conjunctions (PatternA AND PatternB)
16672,matlab,Embedded Matlab: Problem with persistent variables.
16673,excel,How to prevent automatic truncation of leading zeros in Excel cell
16674,scala,how to use scala internals to compile source faster than fsc (fast scala compiler)
16675,qt,"QSize ( int width, int height )"
16676,apache,Apache+PHP write permissions on unix
16677,wordpress,Wordpress get_post_meta
16678,drupal,My Drupal contact form menu item is not showing up
16679,hibernate,Best way to override Hibernate's lazy loading in this instance.
16680,drupal,"""Take this test to find out if you are..."" type of module in Drupal?"
16681,excel,How to insert an excel chart into Word using AddOLEObject
16682,scala,Security of scala runtime
16683,scala,How scalable is the Lift framework's comet/reverse ajax?
16684,haskell,What does `~` means on Haskell Code
16685,spring,exception while deploying spring app on tomcat 6
16686,apache,Apache rewrite URL but don't rewrite certain folder
16687,hibernate,Hibernate: More than one relationship using the same join column
16688,osx,How to run a script on device mount in OSX.
16689,bash,pipe bash output to two different streams
16690,osx,OSX API Question: Where does BlockZero live?
16691,drupal,Drupal Token Examples of Usage
16692,drupal,Drupal reseting user Password
16693,spring,Using Email Template in Spring
16694,qt,Transparent image in QT
16695,wordpress,Wordpress the_author_posts_link
16696,hibernate,Hibernate Criteria API and Scalar Subqueries
16697,hibernate,"""SELECT ... FOR UPDATE"" not working for Hibernate and MySQL"
16698,excel,Excel - tactics for complex validation
16699,qt,How to force QDateTime::fromString to read UTC time.
16700,scala,How do you define an @interface in Scala?
16701,haskell,Haskell: Parsing escape characters in single quotes
16702,hibernate,Hibernate many-to-many mapping and cascade=delete
16703,drupal,Convert database from Antislaed to Drupal
16704,spring,"Spring AOP Pointcut syntax for AND, OR and NOT"
16705,scala,Does Scala has Gaurds?
16706,spring,how i use spring and netbeans
16707,wordpress,Category as a Horizontal menu in wordpress
16708,drupal,Drupal Views (Page) Using Human-Friendly Path
16709,wordpress,read more link in post is not working wordpress
16710,excel,Creating an excel macro to sum lines with duplicate values
16711,apache,How to serve PHP dynamic images efficiently on a LAMP server?
16712,apache,Apache SetEnv appends REDIRECT_ . What gives?
16713,scala,Scala's Implementation of haskell last method
16714,hibernate,hibernate optimistic locking with lazy OneToOne associations
16715,apache,Need help configuring 301 permanent redirect in Apache for non www
16716,haskell,Machine learning in OCaml or Haskell?
16717,qt,Question about QThread implementation
16718,hibernate,Help with foreign key mapping in Hibernate (Spring)?
16719,scala,Scala: String Chomp
16720,bash,Can we change the day and time of  a schedule task which is already created
16721,excel,Web scraping in VBA and Excel
16722,haskell,Hex Representation of Floats in Haskell
16723,haskell,Fixing the size of a GTK Widget.
16724,bash,Bash Script Calls another bash script and waits for it to complete before proceeding
16725,haskell,What is [] (list constructor) *really* in Haskell?
16726,apache,What is apache htaccess configuration to require authentication for all except for these URLs?
16727,haskell,How to make Haskell's TChan defer messages like Erlang's message queues can?
16728,haskell,How to define a custom exception in Haskell?
16729,haskell,Can a custom guard mechanism be defined in Haskell?
16730,excel,Set Excel sheet as datasource to Gridview .
16731,wordpress,What does apply_filters(...) actually do in WordPress?
16732,qt,QT / thread event loop QTimer/Mysql queries
16733,apache,Searching for memory leaks in Apache httpd and modules
16734,hibernate,"How to export ""autonumber"" field from one database to another using hibernate?"
16735,drupal,Modify Drupal Views pagination to restrict shown page numbers
16736,scala,How To: debug Scala code when outside of an IDE
16737,apache,Add header in apache
16738,qt,QT (4) equivalent macros/methods/constants for their Win32 API counterparts?
16739,apache,What is the correct mod rewrite rule to use?
16740,drupal,Drupal : How to add javascript function on click event of a cck check box ?
16741,scala,Scala: Constraint on generic class type
16742,wordpress,Wordpress Category Link get_category_link(id)
16743,magento,Magento: Multiple calls to same block template with cache on
16744,scala,Define Self referencing scala class(recrusive class)
16745,excel,Hyperlink to an Excel Cell
16746,drupal,changing user role in drupal
16747,excel,How to pull data and export to excel within an ajax framework.
16748,spring,Add SoapHeader to org.springframework.ws.WebServiceMessage
16749,matlab,Draw a textured triangle (patch) in Matlab
16750,qt,QPixmap from QBitmap
16751,wordpress,How can I rename (or even remove?) buddypress' wire-section?
16752,matlab,joining dots of scatter plot and create line
16753,hibernate,Override of an hibernate validator annotation ?
16754,scala,scala programming question
16755,bash,email from bash script
16756,wordpress,wordpress plugin encoding not working
16757,apache,How to understand which modules must be configured in httpd.conf (Apache)
16758,wordpress,What php code do I need to get text from wordpress text widget?
16759,magento,Magento CMS page (or block) mass import
16760,matlab,Triangulation & Direct linear transform
16761,excel,Excel AutoFill problem
16762,excel,Excel: parse text as formula
16763,qt,Qt single EXE with lgpl?
16764,bash,Bash script with find command drops me to bash shell
16765,qt,Qt create game host
16766,drupal,drupal rules adding field data to referenced node without replacing existing data
16767,matlab,"What's the Matlab equivalent of NULL, when it's calling COM/ActiveX methods?"
16768,apache,How do I remove URL parameters from an apache 301 redirect?
16769,matlab,Reading directories in matlab
16770,spring,How to create the file browser in view for spring roo?
16771,hibernate,Nhibernate fires SQL commands
16772,bash,Bash alias to Python script -- is it possible?
16773,wordpress,word press plugin
16774,drupal,how to play a video after uploading videos in drupal
16775,hibernate,Prevent the same object from being associated to two different sessions in hibernate
16776,spring,Getting a  Spring resource
16777,qt,How to fire user-like event in QWebElement
16778,bash,How do I edit the output of a bash script before executing it?
16779,drupal,"Multiple environment (Development, Staging, Live) in Drupal"
16780,matlab,[Matlab] Saved EPS image different than plotted chart
16781,bash,Unix commandline history substitution ^foo^bar (for multiple replacements)
16782,qt,QDialog popping up another QDialog
16783,drupal,Drupal: Node related Block content while in a view
16784,spring,Accessing legacy out-of-container instantiated objects from Spring beans
16785,excel,[Excel] How can you retrieve a signature of function usable in Excel in VBA or a DLL  ?
16786,hibernate,recover Hibernate session state after a failed insert
16787,wordpress,wordpress: add the categories to a post rss title
16788,magento,How to check CMS block is active?
16789,wordpress,WordPress Loop Destroys Post Reference
16790,bash,How to echo directories containing matching file with Bash?
16791,spring,How do I suppress the 'Returning cached instance of singleton bean' logging message in Spring/Java?
16792,scala,What is the difference between a view and a stream?
16793,excel,How to call sheet-specific macro from one Excel workbook in another
16794,haskell,How to convert a Integer to a ByteString in Haskell
16795,drupal,Accessing user profile variables
16796,bash,bash case statements evaluate to strings
16797,hibernate,Java Spring-Hibernate mapping question?
16798,qt,Qt instalation error
16799,scala,"Suggested content for a lunch-time ""Introduction to Scala"" talk"
16800,excel,how do i multiply two cells by their names?
16801,drupal,My Drupal secondary menu is not showing up anywhere
16802,qt,Qt::How small can it be made?
16803,magento,what would be the best solution to arrange items on Magento?
16804,apache,Apahe configuration with virtual hosts and SSL on a local network
16805,wordpress,Capturing a Map to embed in a Wordpress Blog post
16806,scala,Scala Actors suspends unexpected when connecting to a database
16807,wordpress,Worpress sidebar shows up below content.
16808,haskell,What tool is my best bet for threaded Haskell debugging today?
16809,hibernate,Using Restrictions.disjunction over @JoinTable association
16810,drupal,returning untemplated output in drupal from menu callback function
16811,magento,advanced search with configurable product in Magento
16812,excel,"Language/framework to write Excel spreadsheets, webbased"
16813,scala,"Scala: Given a scala.xml.Node, what's the most efficient way of getting the second (or n-th) child element?"
16814,wordpress,WordPress make post sticky via script?
16815,matlab,set intervals for plotting in matlab
16816,qt,Problem with selection rectange
16817,spring,Access bean name in custom method interceptor
16818,haskell,How does this constitute a Haskell rigid type error?
16819,spring,Runtime value injection using Spring?
16820,drupal,i need a player which is supported in drupal
16821,apache,"Using Apache Rewrite to go from HTTP to HTTPS and vice-versa, but I get a 302 response and my app errors out."
16822,drupal,What is the best Drupal Survey module
16823,magento,Customize Magento without affect the upgrade
16824,matlab,Inverse lookup table
16825,hibernate,Constraint error in hibernate
16826,wordpress,Is it possible to have comments without blog post in Wordpress?
16827,hibernate,How to use second level cache for lazy loaded collections in Hibernate?
16828,excel,how to get weights of numbers in excel in this problem
16829,drupal,"Drupal - saving created pages and page edits leads to an incorrect, blank page."
16830,wordpress,WordPress Database
16831,qt,Qmake project dependencies (linked libraries)
16832,excel,Reference and filter data to other sheet in Excel
16833,hibernate,persistence.xml ignores Hibernate and chooses DataNucleus
16834,wordpress,Wordpress Php file Load
16835,hibernate,use of insert and update attributes
16836,qt,Trouble with progressbar in QT
16837,bash,"BASH: How do you ""split"" the date command?"
16838,scala,Scala Actors: Different behavior on JRE 1.5 and 1.6
16839,matlab,Cell Array appending in Matlab.
16840,drupal,[Drupal] How do i give a specific user editing rights to a specific node?
16841,wordpress,"WordPress: Is it possible to have ""rss content"" AS the ""post"" itself on blog.wordpress.com?"
16842,excel,How can I autofill cells in Excel?
16843,spring,What class should I inherit to create a database integration test in case of Spring?
16844,hibernate,Hibernate Tool for Weblogic 9.2.1
16845,bash,Is there a convention for naming 'private functions' in bash?
16846,hibernate,Confusions in hibernate mappings
16847,wordpress,WordPress: Is it possible to make one particular post always on TOP on blog.wordpress.com?
16848,qt,What is the mistake in my code. please help
16849,wordpress,"multiple wordpress installs, getting data from wp-2 while inside wp-1"
16850,wordpress,Wordpress Roles > Allow Editors to Edit Themes?
16851,drupal,"Drupal search module has suddenly stopped working, how do I fix this problem?"
16852,excel,How to get access to the metaproperties of a file (aspecially a mp3 file) with vba
16853,haskell,"""Lazy IO"" in Haskell?"
16854,wordpress,Parent category as a mainmenu and sub category as a submenu in wordpress
16855,hibernate,Hibernate for ontologies?
16856,apache,Apache virtual directory without redirect
